,,,,,,,,,,,,,59505-79393:Fernando Tatis Jr.,59505-79393,SS,Fernando,Fernando Tatis Jr.,Tatis Jr.,21.26612508,32,4700,SD@MIL,SD,MIL,,,,,,SS/UTIL
,,,,,,,,,,,,,59505-79756:Ronald Acuna Jr.,59505-79756,OF,Ronald,Ronald Acuna Jr.,Acuna Jr.,27.07572738,44,4500,ATL@BOS,ATL,BOS,,,,,,OF/UTIL
,,,,,,,,,,,,,59505-79273:Vladimir Guerrero Jr.,59505-79273,1B/3B,Vladimir,Vladimir Guerrero Jr.,Guerrero Jr.,23.18351053,47,4400,TOR@NYY,TOR,NYY,,,,,,C/1B/3B/UTIL
,,,,,,,,,,,,,59505-13540:J.D. Martinez,59505-13540,OF,J.D.,J.D. Martinez,Martinez,26.86821729,46,4200,ATL@BOS,BOS,ATL,,,,,,OF/UTIL
,,,,,,,,,,,,,59505-85261:Randy Arozarena,59505-85261,OF,Randy,Randy Arozarena,Arozarena,18.52069555,46,4100,KC@TB,TB,KC,,,,,,OF/UTIL
,,,,,,,,,,,,,59505-13342:Nick Castellanos,59505-13342,OF,Nick,Nick Castellanos,Castellanos,25.5902856,42,4000,CIN@WSH,CIN,WSH,,,,,,OF/UTIL
,,,,,,,,,,,,,59505-38976:Jose Ramirez,59505-38976,3B,Jose,Jose Ramirez,Ramirez,21.24426098,46,4000,CLE@DET,CLE,DET,,,,,,3B/UTIL
,,,,,,,,,,,,,59505-21609:Christian Yelich,59505-21609,OF,Christian,Christian Yelich,Yelich,20.0755,16,4000,SD@MIL,MIL,SD,,,,,,OF/UTIL
,,,,,,,,,,,,,59505-39151:Mookie Betts,59505-39151,OF,Mookie,Mookie Betts,Betts,21.42271801,39,4000,LAD@HOU,LAD,HOU,,,,,,OF/UTIL
,,,,,,,,,,,,,59505-79282:Juan Soto,59505-79282,OF,Juan,Juan Soto,Soto,24.32358831,34,4000,CIN@WSH,WSH,CIN,,,,,,OF/UTIL
,,,,,,,,,,,,,59505-21705:Marcus Semien,59505-21705,2B/SS,Marcus,Marcus Semien,Semien,22.74563835,47,3900,TOR@NYY,TOR,NYY,,,,,,2B/SS/UTIL
,,,,,,,,,,,,,59505-60631:Kyle Schwarber,59505-60631,OF,Kyle,Kyle Schwarber,Schwarber,24.4151622,37,3900,CIN@WSH,WSH,CIN,,,,,,OF/UTIL
,,,,,,,,,,,,,59505-52176:Max Muncy,59505-52176,1B/2B,Max,Max Muncy,Muncy,21.53704343,46,3900,LAD@HOU,LAD,HOU,,,,,,C/1B/2B/UTIL
,,,,,,,,,,,,,59505-38872:Jesse Winker,59505-38872,OF,Jesse,Jesse Winker,Winker,25.56499994,40,3900,CIN@WSH,CIN,WSH,,,,,,OF/UTIL
,,,,,,,,,,,,,59505-11334:Freddie Freeman,59505-11334,1B,Freddie,Freddie Freeman,Freeman,26.07572346,47,3800,ATL@BOS,ATL,BOS,,,,,,C/1B/UTIL
,,,,,,,,,,,,,59505-37982:Xander Bogaerts,59505-37982,SS,Xander,Xander Bogaerts,Bogaerts,26.64778271,46,3800,ATL@BOS,BOS,ATL,,,,,,SS/UTIL
,,,,,,,,,,,,,59505-65881:Trea Turner,59505-65881,SS,Trea,Trea Turner,Turner,24.73072722,44,3800,CIN@WSH,WSH,CIN,,,,,,SS/UTIL
,,,,,,,,,,,,,59505-60643:Aaron Judge,59505-60643,OF,Aaron,Aaron Judge,Judge,22.99244439,45,3700,TOR@NYY,NYY,TOR,,,,,,OF/UTIL
,,,,,,,,,,,,,59505-68585:Rafael Devers,59505-68585,3B,Rafael,Rafael Devers,Devers,26.8156087,46,3700,ATL@BOS,BOS,ATL,,,,,,3B/UTIL
,,,,,,,,,,,,,59505-14562:Jose Altuve,59505-14562,2B,Jose,Jose Altuve,Altuve,20.8161622,37,3600,LAD@HOU,HOU,LAD,,,,,,2B/UTIL
,,,,,,,,,,,,,59505-82654:Bo Bichette,59505-82654,SS,Bo,Bo Bichette,Bichette,22.58010633,47,3600,TOR@NYY,TOR,NYY,,,,,,SS/UTIL
,,,,,,,,,,,,,59505-73871:Carson Kelly,59505-73871,C,Carson,Carson Kelly,Kelly,21.40682767,29,3500,SF@ARI,ARI,SF,,,,,,C/1B/UTIL
,,,,,,,,,,,,,59505-73023:Teoscar Hernandez,59505-73023,OF,Teoscar,Teoscar Hernandez,Hernandez,22.63822585,31,3500,TOR@NYY,TOR,NYY,,,,,,OF/UTIL
,,,,,,,,,,,,,59505-13354:Cesar Hernandez,59505-13354,2B,Cesar,Cesar Hernandez,Hernandez,20.61577783,45,3400,CLE@DET,CLE,DET,,,,,,2B/UTIL
,,,,,,,,,,,,,59505-73832:Joey Wendle,59505-73832,2B/3B,Joey,Joey Wendle,Wendle,18.26982606,46,3400,KC@TB,TB,KC,,,,,,2B/3B/UTIL
,,,,,,,,,,,,,59505-6292:Buster Posey,59505-6292,1B,Buster,Buster Posey,Posey,22.03951605,31,3400,SF@ARI,SF,ARI,,,,,,C/1B/UTIL
,,,,,,,,,,,,,59505-79074:Austin Riley,59505-79074,3B,Austin,Austin Riley,Riley,25.71824997,48,3400,ATL@BOS,ATL,BOS,,,,,,3B/UTIL
,,,,,,,,,,,,,59505-21853:Ketel Marte,59505-21853,2B/OF,Ketel,Ketel Marte,Marte,21.12199995,12,3400,SF@ARI,ARI,SF,,,,,,2B/OF/UTIL
,,,,,,,,,,,,,59505-52158:Trevor Story,59505-52158,SS,Trevor,Trevor Story,Story,16.46358338,48,3400,COL@NYM,COL,NYM,,,,,,SS/UTIL
,,,,,,,,,,,,,59505-68588:Gleyber Torres,59505-68588,SS/2B,Gleyber,Gleyber Torres,Torres,22.43846154,39,3400,TOR@NYY,NYY,TOR,,,,,,2B/SS/UTIL
,,,,,,,,,,,,,59505-85504:Brandon Lowe,59505-85504,2B/OF,Brandon,Brandon Lowe,Lowe,18.04895655,46,3300,KC@TB,TB,KC,,,,,,2B/OF/UTIL
,,,,,,,,,,,,,59505-13929:Manny Machado,59505-13929,3B,Manny,Manny Machado,Machado,20.00765113,43,3300,SD@MIL,SD,MIL,DTD,Shoulder,,,,3B/UTIL
,,,,,,,,,,,,,59505-38561:Chris Taylor,59505-38561,2B/OF,Chris,Chris Taylor,Taylor,21.5028371,43,3300,LAD@HOU,LAD,HOU,,,,,,2B/OF/UTIL
,,,,,,,,,,,,,59505-53994:Josh Bell,59505-53994,1B,Josh,Josh Bell,Bell,24.23123529,34,3300,CIN@WSH,WSH,CIN,,,,,,C/1B/UTIL
,,,,,,,,,,,,,59505-12310:Carlos Santana,59505-12310,1B,Carlos,Carlos Santana,Santana,17.87434783,46,3200,KC@TB,KC,TB,,,,,,C/1B/UTIL
,,,,,,,,,,,,,59505-38040:Eddie Rosario,59505-38040,OF,Eddie,Eddie Rosario,Rosario,20.42327278,44,3200,CLE@DET,CLE,DET,,,,,,OF/UTIL
,,,,,,,,,,,,,59505-118210:Jake Cronenworth,59505-118210,1B/2B,Jake,Jake Cronenworth,Cronenworth,19.86299998,49,3200,SD@MIL,SD,MIL,,,,,,C/1B/2B/UTIL
,,,,,,,,,,,,,59505-13771:Josh Harrison,59505-13771,2B/3B,Josh,Josh Harrison,Harrison,24.213,35,3200,CIN@WSH,WSH,CIN,,,,,,2B/3B/UTIL
,,,,,,,,,,,,,59505-79401:Will Smith,59505-79401,C,Will,Will Smith,Smith,21.07452632,38,3200,LAD@HOU,LAD,HOU,,,,,,C/1B/UTIL
,,,,,,,,,,,,,59505-82575:Yordan Alvarez,59505-82575,OF,Yordan,Yordan Alvarez,Alvarez,20.87700003,40,3200,LAD@HOU,HOU,LAD,,,,,,OF/UTIL
,,,,,,,,,,,,,59505-12961:Brandon Crawford,59505-12961,SS,Brandon,Brandon Crawford,Crawford,21.85743908,41,3100,SF@ARI,SF,ARI,,,,,,SS/UTIL
,,,,,,,,,,,,,59505-68514:Ryan McMahon,59505-68514,2B/3B,Ryan,Ryan McMahon,McMahon,16.67655092,49,3100,COL@NYM,COL,NYM,,,,,,2B/3B/UTIL
,,,,,,,,,,,,,59505-68522:Alex Bregman,59505-68522,3B,Alex,Alex Bregman,Bregman,20.87643899,41,3100,LAD@HOU,HOU,LAD,,,,,,3B/UTIL
,,,,,,,,,,,,,59505-68587:Ozzie Albies,59505-68587,2B,Ozzie,Ozzie Albies,Albies,25.88265212,46,3100,ATL@BOS,ATL,BOS,,,,,,2B/UTIL
,,,,,,,,,,,,,59505-6312:Justin Turner,59505-6312,3B,Justin,Justin Turner,Turner,21.17533328,45,3000,LAD@HOU,LAD,HOU,,,,,,3B/UTIL
,,,,,,,,,,,,,59505-13792:Kike Hernandez,59505-13792,2B/OF,Kike,Kike Hernandez,Hernandez,26.00867568,37,3000,ATL@BOS,BOS,ATL,,,,,,2B/OF/UTIL
,,,,,,,,,,,,,59505-53033:Mike Yastrzemski,59505-53033,OF,Mike,Mike Yastrzemski,Yastrzemski,21.48078947,38,3000,SF@ARI,SF,ARI,,,,,,OF/UTIL
,,,,,,,,,,,,,59505-70562:Whit Merrifield,59505-70562,2B/OF,Whit,Whit Merrifield,Merrifield,17.6856522,46,3000,KC@TB,KC,TB,,,,,,2B/OF/UTIL
,,,,,,,,,,,,,59505-52164:Adalberto Mondesi,59505-52164,2B/SS,Adalberto,Adalberto Mondesi,Mondesi,17.87,1,3000,KC@TB,KC,TB,,,,,,2B/SS/UTIL
,,,,,,,,,,,,,59505-54401:Manuel Margot,59505-54401,OF,Manuel,Manuel Margot,Margot,17.94022225,45,2900,KC@TB,TB,KC,,,,,,OF/UTIL
,,,,,,,,,,,,,59505-38293:Tyler Naquin,59505-38293,OF,Tyler,Tyler Naquin,Naquin,24.85551222,41,2900,CIN@WSH,CIN,WSH,,,,,,OF/UTIL
,,,,,,,,,,,,,59505-12928:Eric Hosmer,59505-12928,1B,Eric,Eric Hosmer,Hosmer,19.82592683,41,2900,SD@MIL,SD,MIL,,,,,,C/1B/UTIL
,,,,,,,,,,,,,59505-12985:Avisail Garcia,59505-12985,OF,Avisail,Avisail Garcia,Garcia,20.17572722,44,2900,SD@MIL,MIL,SD,,,,,,OF/UTIL
,,,,,,,,,,,,,59505-38614:Carlos Correa,59505-38614,SS,Carlos,Carlos Correa,Correa,20.51834785,46,2900,LAD@HOU,HOU,LAD,,,,,,SS/UTIL
,,,,,,,,,,,,,59505-13229:Charlie Blackmon,59505-13229,OF,Charlie,Charlie Blackmon,Blackmon,16.01855553,45,2900,COL@NYM,COL,NYM,,,,,,OF/UTIL
,,,,,,,,,,,,,59505-13239:Eduardo Escobar,59505-13239,3B/2B,Eduardo,Eduardo Escobar,Escobar,21.12158338,48,2900,SF@ARI,ARI,SF,,,,,,2B/3B/UTIL
,,,,,,,,,,,,,59505-38965:C.J. Cron,59505-38965,1B,C.J.,C.J. Cron,Cron,16.33955562,36,2800,COL@NYM,COL,NYM,,,,,,C/1B/UTIL
,,,,,,,,,,,,,59505-79160:Alex Verdugo,59505-79160,OF,Alex,Alex Verdugo,Verdugo,26.20411111,45,2800,ATL@BOS,BOS,ATL,,,,,,OF/UTIL
,,,,,,,,,,,,,59505-5607:Evan Longoria,59505-5607,3B,Evan,Evan Longoria,Longoria,21.41452378,42,2800,SF@ARI,SF,ARI,,,,,,3B/UTIL
,,,,,,,,,,,,,59505-13854:Robbie Grossman,59505-13854,OF,Robbie,Robbie Grossman,Grossman,20.15425527,47,2800,CLE@DET,DET,CLE,,,,,,OF/UTIL
,,,,,,,,,,,,,59505-16948:Kolten Wong,59505-16948,2B,Kolten,Kolten Wong,Wong,19.98688882,36,2800,SD@MIL,MIL,SD,,,,,,2B/UTIL
,,,,,,,,,,,,,59505-16952:Francisco Lindor,59505-16952,SS,Francisco,Francisco Lindor,Lindor,16.56453653,41,2800,COL@NYM,NYM,COL,,,,,,SS/UTIL
,,,,,,,,,,,,,59505-12900:Brandon Belt,59505-12900,1B,Brandon,Brandon Belt,Belt,21.37050003,40,2800,SF@ARI,SF,ARI,DTD,Side,,,,C/1B/UTIL
,,,,,,,,,,,,,59505-71507:Yuli Gurriel,59505-71507,1B,Yuli,Yuli Gurriel,Gurriel,20.92617402,46,2800,LAD@HOU,HOU,LAD,,,,,,C/1B/UTIL
,,,,,,,,,,,,,59505-102284:William Contreras,59505-102284,C,William,William Contreras,Contreras,25.80699997,18,2800,ATL@BOS,ATL,BOS,,,,,,C/1B/UTIL
,,,,,,,,,,,,,59505-80838:Luke Voit,59505-80838,1B,Luke,Luke Voit,Voit,21.93833338,12,2800,TOR@NYY,NYY,TOR,,,,,,C/1B/UTIL
,,,,,,,,,,,,,59505-6273:Michael Brantley,59505-6273,OF,Michael,Michael Brantley,Brantley,20.5135122,41,2700,LAD@HOU,HOU,LAD,DTD,Leg,,,,OF/UTIL
,,,,,,,,,,,,,59505-12434:Lorenzo Cain,59505-12434,OF,Lorenzo,Lorenzo Cain,Cain,19.92876925,26,2700,SD@MIL,MIL,SD,,,,,,OF/UTIL
,,,,,,,,,,,,,59505-13487:Tommy Pham,59505-13487,OF,Tommy,Tommy Pham,Pham,19.22865223,46,2700,SD@MIL,SD,MIL,,,,,,OF/UTIL
,,,,,,,,,,,,,59505-79125:Kyle Tucker,59505-79125,OF,Kyle,Kyle Tucker,Tucker,20.7415001,48,2700,LAD@HOU,HOU,LAD,,,,,,OF/UTIL
,,,,,,,,,,,,,59505-79165:Gavin Lux,59505-79165,2B/SS,Gavin,Gavin Lux,Lux,20.71768427,38,2700,LAD@HOU,LAD,HOU,,,,,,2B/SS/UTIL
,,,,,,,,,,,,,59505-53586:David Peralta,59505-53586,OF,David,David Peralta,Peralta,20.97243484,46,2700,SF@ARI,ARI,SF,,,,,,OF/UTIL
,,,,,,,,,,,,,59505-71182:Jeimer Candelario,59505-71182,1B/3B,Jeimer,Jeimer Candelario,Candelario,19.72217391,46,2700,CLE@DET,DET,CLE,,,,,,C/1B/3B/UTIL
,,,,,,,,,,,,,59505-13909:Randal Grichuk,59505-13909,OF,Randal,Randal Grichuk,Grichuk,22.19117019,47,2700,TOR@NYY,TOR,NYY,,,,,,OF/UTIL
,,,,,,,,,,,,,59505-82563:Garrett Hampson,59505-82563,2B/OF,Garrett,Garrett Hampson,Hampson,16.39334785,46,2700,COL@NYM,COL,NYM,,,,,,2B/OF/UTIL
,,,,,,,,,,,,,59505-52170:Dominic Smith,59505-52170,1B/OF,Dominic,Dominic Smith,Smith,16.37049997,40,2700,COL@NYM,NYM,COL,,,,,,C/1B/OF/UTIL
,,,,,,,,,,,,,59505-68586:Dansby Swanson,59505-68586,SS,Dansby,Dansby Swanson,Swanson,25.43325,48,2700,ATL@BOS,ATL,BOS,,,,,,SS/UTIL
,,,,,,,,,,,,,59505-68589:Amed Rosario,59505-68589,SS/OF,Amed,Amed Rosario,Rosario,20.3230732,41,2700,CLE@DET,CLE,DET,,,,,,SS/OF/UTIL
,,,,,,,,,,,,,59505-13430:Jonathan Villar,59505-13430,2B/3B/SS,Jonathan,Jonathan Villar,Villar,16.50651276,39,2600,COL@NYM,NYM,COL,,,,,,2B/3B/SS/UTIL
,,,,,,,,,,,,,59505-21633:Eugenio Suarez,59505-21633,3B/SS,Eugenio,Eugenio Suarez,Suarez,24.51288883,45,2600,CIN@WSH,CIN,WSH,,,,,,3B/SS/UTIL
,,,,,,,,,,,,,59505-60635:Raimel Tapia,59505-60635,OF,Raimel,Raimel Tapia,Tapia,16.26538295,47,2600,COL@NYM,COL,NYM,,,,,,OF/UTIL
,,,,,,,,,,,,,59505-82530:Pavin Smith,59505-82530,1B/OF,Pavin,Pavin Smith,Smith,20.66069565,46,2600,SF@ARI,ARI,SF,,,,,,C/1B/OF/UTIL
,,,,,,,,,,,,,59505-82611:Akil Baddoo,59505-82611,OF,Akil,Akil Baddoo,Baddoo,19.80371425,35,2600,CLE@DET,DET,CLE,,,,,,OF/UTIL
,,,,,,,,,,,,,59505-21172:Brandon Drury,59505-21172,3B,Brandon,Brandon Drury,Drury,16.28100004,4,2600,COL@NYM,NYM,COL,,,,,,3B/UTIL
,,,,,,,,,,,,,59505-13262:Jurickson Profar,59505-13262,2B/OF,Jurickson,Jurickson Profar,Profar,19.60014286,42,2600,SD@MIL,SD,MIL,,,,,,2B/OF/UTIL
,,,,,,,,,,,,,59505-13266:Salvador Perez,59505-13266,C,Salvador,Salvador Perez,Perez,17.42652174,46,2600,KC@TB,KC,TB,,,,,,C/1B/UTIL
,,,,,,,,,,,,,59505-109803:Austin Nola,59505-109803,C,Austin,Austin Nola,Nola,19.31300003,18,2500,SD@MIL,SD,MIL,,,,,,C/1B/UTIL
,,,,,,,,,,,,,59505-79113:Francisco Mejia,59505-79113,C,Francisco,Francisco Mejia,Mejia,17.71311116,27,2500,KC@TB,TB,KC,,,,,,C/1B/UTIL
,,,,,,,,,,,,,59505-79223:Josh Naylor,59505-79223,1B/OF,Josh,Josh Naylor,Naylor,20.24742854,42,2500,CLE@DET,CLE,DET,,,,,,C/1B/OF/UTIL
,,,,,,,,,,,,,59505-113309:Josh Rojas,59505-113309,2B/SS,Josh,Josh Rojas,Rojas,20.71472722,44,2500,SF@ARI,ARI,SF,,,,,,2B/SS/UTIL
,,,,,,,,,,,,,59505-68495:Andrew Benintendi,59505-68495,OF,Andrew,Andrew Benintendi,Benintendi,17.24069773,43,2500,KC@TB,KC,TB,,,,,,OF/UTIL
,,,,,,,,,,,,,59505-52150:Clint Frazier,59505-52150,OF,Clint,Clint Frazier,Frazier,21.97743593,39,2500,TOR@NYY,NYY,TOR,,,,,,OF/UTIL
,,,,,,,,,,,,,59505-5118:Miguel Cabrera,59505-5118,1B,Miguel,Miguel Cabrera,Cabrera,19.43625004,32,2500,CLE@DET,DET,CLE,,,,,,C/1B/UTIL
,,,,,,,,,,,,,59505-81924:Niko Goodrum,59505-81924,2B/SS,Niko,Niko Goodrum,Goodrum,19.72641026,39,2400,CLE@DET,DET,CLE,,,,,,2B/SS/UTIL
,,,,,,,,,,,,,59505-79918:Kyle Higashioka,59505-79918,C,Kyle,Kyle Higashioka,Higashioka,22.27916667,24,2400,TOR@NYY,NYY,TOR,,,,,,C/1B/UTIL
,,,,,,,,,,,,,59505-79120:Yandy Diaz,59505-79120,1B/3B,Yandy,Yandy Diaz,Diaz,17.63721736,46,2400,KC@TB,TB,KC,,,,,,C/1B/3B/UTIL
,,,,,,,,,,,,,59505-13858:Christian Vazquez,59505-13858,C,Christian,Christian Vazquez,Vazquez,25.76572733,44,2400,ATL@BOS,BOS,ATL,,,,,,C/1B/UTIL
,,,,,,,,,,,,,59505-16945:Gary Sanchez,59505-16945,C,Gary,Gary Sanchez,Sanchez,22.24121214,33,2400,TOR@NYY,NYY,TOR,,,,,,C/1B/UTIL
,,,,,,,,,,,,,59505-23107:Jorge Soler,59505-23107,OF,Jorge,Jorge Soler,Soler,16.92999995,46,2400,KC@TB,KC,TB,,,,,,OF/UTIL
,,,,,,,,,,,,,59505-21074:Michael A. Taylor,59505-21074,OF,Michael A.,Michael A. Taylor,Taylor,17.02428569,42,2400,KC@TB,KC,TB,,,,,,OF/UTIL
,,,,,,,,,,,,,59505-12931:Wil Myers,59505-12931,OF,Wil,Wil Myers,Myers,19.46405263,38,2400,SD@MIL,SD,MIL,,,,,,OF/UTIL
,,,,,,,,,,,,,59505-53993:Harold Ramirez,59505-53993,OF,Harold,Harold Ramirez,Ramirez,20.11799997,20,2400,CLE@DET,CLE,DET,,,,,,OF/UTIL
,,,,,,,,,,,,,59505-83182:Eric Haase,59505-83182,C,Eric,Eric Haase,Haase,19.64600006,10,2300,CLE@DET,DET,CLE,,,,,,C/1B/UTIL
,,,,,,,,,,,,,59505-85249:Bobby Dalbec,59505-85249,1B/3B,Bobby,Bobby Dalbec,Dalbec,25.63650006,40,2300,ATL@BOS,BOS,ATL,,,,,,C/1B/3B/UTIL
,,,,,,,,,,,,,59505-79110:Tyler Stephenson,59505-79110,C,Tyler,Tyler Stephenson,Stephenson,23.90364702,34,2300,CIN@WSH,CIN,WSH,,,,,,C/1B/UTIL
,,,,,,,,,,,,,59505-79255:Jake Bauers,59505-79255,1B,Jake,Jake Bauers,Bauers,19.61442102,38,2300,CLE@DET,CLE,DET,,,,,,C/1B/UTIL
,,,,,,,,,,,,,59505-72261:Guillermo Heredia,59505-72261,OF,Guillermo,Guillermo Heredia,Heredia,25.63128569,21,2300,ATL@BOS,ATL,BOS,,,,,,OF/UTIL
,,,,,,,,,,,,,59505-16981:Yan Gomes,59505-16981,C,Yan,Yan Gomes,Gomes,23.91700004,30,2300,CIN@WSH,WSH,CIN,,,,,,C/1B/UTIL
,,,,,,,,,,,,,59505-38571:Travis Shaw,59505-38571,1B/3B,Travis,Travis Shaw,Shaw,19.85125584,43,2300,SD@MIL,MIL,SD,,,,,,C/1B/3B/UTIL
,,,,,,,,,,,,,59505-6047:Cameron Maybin,59505-6047,OF,Cameron,Cameron Maybin,Maybin,15.546,6,2300,COL@NYM,NYM,COL,,,,,,OF/UTIL
,,,,,,,,,,,,,59505-80847:Mike Tauchman,59505-80847,OF,Mike,Mike Tauchman,Tauchman,20.84441176,34,2300,SF@ARI,SF,ARI,,,,,,OF/UTIL
,,,,,,,,,,,,,59505-38952:Alex Dickerson,59505-38952,OF,Alex,Alex Dickerson,Dickerson,20.85243583,39,2200,SF@ARI,SF,ARI,,,,,,OF/UTIL
,,,,,,,,,,,,,59505-38112:Gio Urshela,59505-38112,3B,Gio,Gio Urshela,Urshela,22.39571431,42,2200,TOR@NYY,NYY,TOR,,,,,,3B/UTIL
,,,,,,,,,,,,,59505-60655:Willy Adames,59505-60655,SS,Willy,Willy Adames,Adames,19.61599995,45,2200,SD@MIL,MIL,SD,,,,,,SS/UTIL
,,,,,,,,,,,,,59505-85246:Josh Fuentes,59505-85246,1B/3B,Josh,Josh Fuentes,Fuentes,15.91811106,45,2200,COL@NYM,COL,NYM,,,,,,C/1B/3B/UTIL
,,,,,,,,,,,,,59505-79272:Lourdes Gurriel Jr.,59505-79272,OF,Lourdes,Lourdes Gurriel Jr.,Gurriel Jr.,21.50452375,42,2200,TOR@NYY,TOR,NYY,,,,,,OF/UTIL
,,,,,,,,,,,,,59505-71217:Omar Narvaez,59505-71217,C,Omar,Omar Narvaez,Narvaez,19.75737504,32,2200,SD@MIL,MIL,SD,,,,,,C/1B/UTIL
,,,,,,,,,,,,,59505-16947:Jonathan Schoop,59505-16947,2B,Jonathan,Jonathan Schoop,Schoop,19.25666667,45,2200,CLE@DET,DET,CLE,,,,,,2B/UTIL
,,,,,,,,,,,,,59505-54068:Hunter Renfroe,59505-54068,OF,Hunter,Hunter Renfroe,Renfroe,25.6796667,39,2200,ATL@BOS,BOS,ATL,,,,,,OF/UTIL
,,,,,,,,,,,,,59505-12168:Starlin Castro,59505-12168,2B,Starlin,Starlin Castro,Castro,23.693,44,2200,CIN@WSH,WSH,CIN,,,,,,2B/UTIL
,,,,,,,,,,,,,59505-79776:Dom Nunez,59505-79776,C,Dom,Dom Nunez,Nunez,16.05536364,33,2200,COL@NYM,COL,NYM,,,,,,C/1B/UTIL
,,,,,,,,,,,,,59505-102308:Jonathan India,59505-102308,2B/3B,Jonathan,Jonathan India,India,24.29221625,37,2200,CIN@WSH,CIN,WSH,,,,,,2B/3B/UTIL
,,,,,,,,,,,,,59505-13304:Tucker Barnhart,59505-13304,C,Tucker,Tucker Barnhart,Barnhart,24.35113514,37,2200,CIN@WSH,CIN,WSH,,,,,,C/1B/UTIL
,,,,,,,,,,,,,59505-135190:Taylor Walls,59505-135190,SS,Taylor,Taylor Walls,Walls,18.30699996,4,2100,KC@TB,TB,KC,,,,,,SS/UTIL
,,,,,,,,,,,,,59505-13412:Donovan Solano,59505-13412,2B/SS,Donovan,Donovan Solano,Solano,20.57214286,21,2100,SF@ARI,SF,ARI,,,,,,2B/SS/UTIL
